title	date	location	filename	url
st. paul spielbudenplatz, hamburg, germany	1890	Germany	2002713682.jpg	http://www.loc.gov/item/2002713682/
windermere, bowness, boat landing, lake district, england	1890	UK	2002696899.jpg	http://www.loc.gov/item/2002696899/
the steiger (canal), rotterdam, holland	1890	Netherlands	2001699535.jpg	http://www.loc.gov/item/2001699535/
saint beatenberg and the niesen, bernese oberland, switzerland	1890	Switzerland	2001701331.jpg	http://www.loc.gov/item/2001701331/
flemish milk women, antwerp, belgium	1890	Belgium	2001697878.jpg	http://www.loc.gov/item/2001697878/
trafalgar square, from national gallery, london, england	1890	UK	2002696933.jpg	http://www.loc.gov/item/2002696933/
isola bella, general view, lake maggiore,, italy	1890	Italy	2001700873.jpg	http://www.loc.gov/item/2001700873/
the alcazar, st. augustine, florida	1902	US	2008679587.jpg	http://www.loc.gov/item/2008679587/
perasto, two islands, dalmatia, austro-hungary	1890	Austro-Hungary	2002710780.jpg	http://www.loc.gov/item/2002710780/
st. john's college, cambridge, england	1890	UK	2002696460.jpg	http://www.loc.gov/item/2002696460/
salzungen (i.e., bad salzungen), thuringia, germany	1890	Germany	2002720766.jpg	http://www.loc.gov/item/2002720766/
clifden. county galway, ireland	1890	Ireland	2002717415.jpg	http://www.loc.gov/item/2002717415/
velper square, arnhem, holland	1890	Netherlands	2001698774.jpg	http://www.loc.gov/item/2001698774/
eaton hall	1890	UK	2017659190.jpg	http://www.loc.gov/item/2017659190/
general view, weilburg, hesse-nassau, germany	1890	Germany	2002713905.jpg	http://www.loc.gov/item/2002713905/
la suisse de livonie from cremon, (i.e., krimulda), riga, russia, (i.e., latvia)	1890	Russia	2001697481.jpg	http://www.loc.gov/item/2001697481/
bedouin chief of palmyra, holy land (i.e., tadmur, syria)	1890	Holy Land	2002725071.jpg	http://www.loc.gov/item/2002725071/
the church, cheddar, england	1890	UK	2002696525.jpg	http://www.loc.gov/item/2002696525/
goethe's house, weimar, thuringia, germany	1890	Germany	2002720789.jpg	http://www.loc.gov/item/2002720789/
rochers de naye, geneva lake, switzerland	1890	Switzerland	2001702458.jpg	http://www.loc.gov/item/2001702458/
darralde gardens and pić du ger, eaux bonnes, pyrenees, france	1890	France	2001698631.jpg	http://www.loc.gov/item/2001698631/
the baths towards the stauffen, reichenhall, bavaria, germany	1890	Germany	2002696175.jpg	http://www.loc.gov/item/2002696175/
wernigerode from the sennhutte, hartz, germany	1890	Germany	2002713840.jpg	http://www.loc.gov/item/2002713840/
field columbian museum, jackson park, chicago	1901	US	2008679568.jpg	http://www.loc.gov/item/2008679568/
ballenstedt, hartz, germany	1890	Germany	2002720623.jpg	http://www.loc.gov/item/2002720623/
lugano, ponte tresa, tessin, switzerland	1890	Switzerland	2001703249.jpg	http://www.loc.gov/item/2001703249/
general view towards merok, geiranger fjord, norway	1890	Norway	2001699470.jpg	http://www.loc.gov/item/2001699470/
wengern alp station, railway, bernese oberland, switzerland	1890	Switzerland	2001701274.jpg	http://www.loc.gov/item/2001701274/
ghent gate, bruges, belgium	1890	Belgium	2001697897.jpg	http://www.loc.gov/item/2001697897/
ullswater, from place fell, lake district, england	1890	UK	2002696876.jpg	http://www.loc.gov/item/2002696876/
the capitoline, the piazza, rome, italy	1890	Italy	2001700936.jpg	http://www.loc.gov/item/2001700936/
adirondack mountain wild flowers	1902	US	2008679641.jpg	http://www.loc.gov/item/2008679641/
granada - alhambra - sala de justicia y patio de los leones	1899	Spain	2002718076.jpg	http://www.loc.gov/item/2002718076/
napoleon's tomb, paris, france	1890	France	2001698518.jpg	http://www.loc.gov/item/2001698518/
blarney castle. county cork, ireland	1890	Ireland	2002717383.jpg	http://www.loc.gov/item/2002717383/
the maritime boulevard, havre, france	1890	France	2001698148.jpg	http://www.loc.gov/item/2001698148/
jeypore. maharajah's palace.	1890	India	2017657618.jpg	http://www.loc.gov/item/2017657618/
needle mountains, colorado	1898	US	2008678050.jpg	http://www.loc.gov/item/2008678050/
beach and pier, penarth, wales	1890	Wales	2001703530.jpg	http://www.loc.gov/item/2001703530/
shephard tending sheep in olive grove, mentone, riviera	1890	France	2001699309.jpg	http://www.loc.gov/item/2001699309/
the castle, rochester, england	1890	UK	2002708076.jpg	http://www.loc.gov/item/2002708076/
grand duke's castle, biebrich, the rhine, germany	1890	Germany	2002714055.jpg	http://www.loc.gov/item/2002714055/
dankwarderode castle, germany	1890	Germany	2002713790.jpg	http://www.loc.gov/item/2002713790/
inversnaid falls, loch lomond, scotland	1890	Scotland	2002695020.jpg	http://www.loc.gov/item/2002695020/
abbazia, the strand promenade, istria, austro-hungary	1890	Austro-Hungary	2002710915.jpg	http://www.loc.gov/item/2002710915/
hotel rigi kulm and the alps, rigi, switzerland	1890	Switzerland	2001703160.jpg	http://www.loc.gov/item/2001703160/
kahlenberg, vienna, austro-hungary	1890	Austro-Hungary	2002708426.jpg	http://www.loc.gov/item/2002708426/
hydropathic, creiff, (i.e., crieff), scotland	1890	Scotland	2001705958.jpg	http://www.loc.gov/item/2001705958/
kairo, les pyramides	1890	Egypt	2017658152.jpg	http://www.loc.gov/item/2017658152/
shakespeare's birthplace, stratford-on-avon, england	1890	UK	2002708133.jpg	http://www.loc.gov/item/2002708133/
hohenhonnef and nonnenwerth, the rhine, germany	1890	Germany	2002714110.jpg	http://www.loc.gov/item/2002714110/
view from smiley's heights, redlands, cal.	1898	US	2008678115.jpg	http://www.loc.gov/item/2008678115/
tal-y-llyn, tyn-y-cornet, dolgelly (i.e. dolgellau), wales	1890	Wales	2001703475.jpg	http://www.loc.gov/item/2001703475/
mostar, general view, herzegowina, austro-hungary	1890	Austro-Hungary	2002710850.jpg	http://www.loc.gov/item/2002710850/
the severn and kingsland, shrewsbury, england	1890	UK	2002708099.jpg	http://www.loc.gov/item/2002708099/
the grand canal with the rialto bridge, venice, italy	1890	Italy	2001701018.jpg	http://www.loc.gov/item/2001701018/
chur, grisons, switzerland	1890	Switzerland	2001703025.jpg	http://www.loc.gov/item/2001703025/
salisbury cathedral from river	1890	UK	2017659743.jpg	http://www.loc.gov/item/2017659743/
cripple creek, colorado	1900	US	2008679704.jpg	http://www.loc.gov/item/2008679704/
baden-baden, general view with castle, baden, germany	1890	Germany	2002696319.jpg	http://www.loc.gov/item/2002696319/
general view, caen, france	1890	France	2001697602.jpg	http://www.loc.gov/item/2001697602/
the harbor, folkestone, england	1890	UK	2002696749.jpg	http://www.loc.gov/item/2002696749/
pawlowsk, (i.e., pavlovsk), the castle, st. petersburg, russia	1890	Russia	2001697497.jpg	http://www.loc.gov/item/2001697497/
cheltenham. promenade fountain	1890	UK	2017659186.jpg	http://www.loc.gov/item/2017659186/
neroberg, wiesbaden, hesse-nassau, germany	1890	Germany	2002713913.jpg	http://www.loc.gov/item/2002713913/
voorburgwal & nicolaaskerk, amsterdam	1890	Netherlands	2001698762.jpg	http://www.loc.gov/item/2001698762/
the harbor, kingstown. county dublin, ireland	1890	Ireland	2002717403.jpg	http://www.loc.gov/item/2002717403/
schulpforta, thuringia, germany	1890	Germany	2002720770.jpg	http://www.loc.gov/item/2002720770/
peasants of the neighborhood of bethlehem, holy land, (i.e., west bank)	1890	Holy Land	2002725088.jpg	http://www.loc.gov/item/2002725088/
buenos aires. plaza libertad	1890	Argentina	2017656789.jpg	http://www.loc.gov/item/2017656789/
boulogne, from west pier, france	1890	France	2002707950.jpg	http://www.loc.gov/item/2002707950/
guernsey, st. peter's port, arrival of boats, channel islands	1890	UK	2002696476.jpg	http://www.loc.gov/item/2002696476/
ragusa, valley of the ombla, rozata (i.e., rozato), dalmatia, austro-hungary	1890	Austro-Hungary	2002710796.jpg	http://www.loc.gov/item/2002710796/
st. paul's church, norfolk, virginia	1902	US	2008679591.jpg	http://www.loc.gov/item/2008679591/
mt. rosa, gressony (i.e., gressoney), italy	1890	Italy	2001700865.jpg	http://www.loc.gov/item/2001700865/
whitehall, horse guards, london, england	1890	UK	2002696925.jpg	http://www.loc.gov/item/2002696925/
from vikinghaug, odde (i.e. odda), hardanger fjord, norway	1890	Norway	2001699489.jpg	http://www.loc.gov/item/2001699489/
the bourse and bourse station, rotterdam, holland	1890	Netherlands	2001699523.jpg	http://www.loc.gov/item/2001699523/
lauterbrunnen valley with staubbach waterfall, bernese oberland, switzerland	1890	Switzerland	2001701327.jpg	http://www.loc.gov/item/2001701327/
whitby, staithes, yorkshire, england	1890	UK	2002708349.jpg	http://www.loc.gov/item/2002708349/
cathedral square, pisa, italy	1890	Italy	2001700920.jpg	http://www.loc.gov/item/2001700920/
on derwentwater, cattle study, lake district, england	1890	UK	2002696860.jpg	http://www.loc.gov/item/2002696860/
blankenberghe, baigneurs	1890	Belgium	2001697881.jpg	http://www.loc.gov/item/2001697881/
near hjelmso, fuglebjerget, norway	1890	Norway	2001699466.jpg	http://www.loc.gov/item/2001699466/
thun, shadau, bernese oberland, switzerland	1890	Switzerland	2001701262.jpg	http://www.loc.gov/item/2001701262/
view from the citadel, madgeburg [i.e. magdeburg], german saxony, germany	1890	Germany	2002720635.jpg	http://www.loc.gov/item/2002720635/
jersey, bouley bay, channel islands	1890	UK	2002696499.jpg	http://www.loc.gov/item/2002696499/
hangman bridge, nuremberg, bavaria, germany	1890	Germany	2002696163.jpg	http://www.loc.gov/item/2002696163/
conversation house, helgoland, germany	1890	Germany	2002713856.jpg	http://www.loc.gov/item/2002713856/
pont d'epagne (i.e., pont d'espagne), upper falls, cauterets, pyrenees, france	1890	France	2001698627.jpg	http://www.loc.gov/item/2001698627/
perasto, rock of the madonna, dalmatia, austro-hungary	1890	Austro-Hungary	2002710779.jpg	http://www.loc.gov/item/2002710779/
barnard castle. the castle	1890	UK	2017659169.jpg	http://www.loc.gov/item/2017659169/
the polytechnic, riga, russia, (i.e., latvia)	1890	Russia	2001697478.jpg	http://www.loc.gov/item/2001697478/
bedouin group, holy land	1890	Holy Land	2002725067.jpg	http://www.loc.gov/item/2002725067/
the bridge, i, chepstow, wales	1890	Wales	2002696533.jpg	http://www.loc.gov/item/2002696533/
engelhartzell (i.e., engelhartszell), upper austria, austro-hungary	1890	Austro-Hungary	2002708430.jpg	http://www.loc.gov/item/2002708430/
staffel and zug lake, rigi, switzerland	1890	Switzerland	2001703176.jpg	http://www.loc.gov/item/2001703176/
perth from bridgend, scotland	1890	Scotland	2002695036.jpg	http://www.loc.gov/item/2002695036/
schlesierhaus and gerlsdorfer spitze, tatra, austro-hungary	1890	Austro-Hungary	2002710903.jpg	http://www.loc.gov/item/2002710903/
abtei heisterbach ruins, the rhine, germany	1890	Germany	2002714043.jpg	http://www.loc.gov/item/2002714043/
the cathedral, brunswick (i.e. braunschweig), germany	1890	Germany	2002713786.jpg	http://www.loc.gov/item/2002713786/
town hall, portsmouth, england	1890	UK	2002708060.jpg	http://www.loc.gov/item/2002708060/
general view, nant francon (i.e. nant ffrancon) pass, wales	1890	Wales	2001703526.jpg	http://www.loc.gov/item/2001703526/
bank of ireland, dublin. county dublin, ireland	1890	Ireland	2002717395.jpg	http://www.loc.gov/item/2002717395/
"""sunnyside,"" home of washington irving"	1903	US	2008679657.jpg	http://www.loc.gov/item/2008679657/
the harbor, calais, france	1890	France	2001697614.jpg	http://www.loc.gov/item/2001697614/
tintern abbey, interior looking. w.	1890	Wales	2017659755.jpg	http://www.loc.gov/item/2017659755/
waldkater, thale, bodethal, germany	1890	Germany	2002713769.jpg	http://www.loc.gov/item/2002713769/
from gutsch, lucerne, switzerland	1890	Switzerland	2001703033.jpg	http://www.loc.gov/item/2001703033/
zara, landing place, dalmatia, austro-hungary	1890	Austro-Hungary	2002710846.jpg	http://www.loc.gov/item/2002710846/
prominade (i.e., promenade) from station, colwyn bay, wales	1890	Wales	2001703463.jpg	http://www.loc.gov/item/2001703463/
patient toil, moki pueblos, arizona	1898	US	2008678103.jpg	http://www.loc.gov/item/2008678103/
giornico, old chestnut tree near the railway, st. gotthard railway, switzerland	1890	Switzerland	2001703199.jpg	http://www.loc.gov/item/2001703199/
ems (i.e., bad ems) from kurberg, ems, the rhine, germany	1890	Germany	2002714106.jpg	http://www.loc.gov/item/2002714106/
grèce. couvent mega spileon	1890	Greece	2017658144.jpg	http://www.loc.gov/item/2017658144/
southsea beach, england	1890	UK	2002708125.jpg	http://www.loc.gov/item/2002708125/
pigeons in st. mark's place, venice, italy	1890	Italy	2001700998.jpg	http://www.loc.gov/item/2001700998/
the tivoli park entrance, copenhagen, denmark	1890	Denmark	2001697993.jpg	http://www.loc.gov/item/2001697993/
arab school of embroidery, algiers, algeria	1899	Algeria	2001697839.jpg	http://www.loc.gov/item/2001697839/
shoe-black boys	1890	Egypt	2017657435.jpg	http://www.loc.gov/item/2017657435/
general view, salo, lake garda, italy	1890	Italy	2001700832.jpg	http://www.loc.gov/item/2001700832/
the terrace, lowestoft, england	1890	UK	2002696972.jpg	http://www.loc.gov/item/2002696972/
clifton suspension bridge from the north east cliffs, bristol, england	1890	UK	2002696421.jpg	http://www.loc.gov/item/2002696421/
the castle, gotha, thuringia, germany	1890	Germany	2002720727.jpg	http://www.loc.gov/item/2002720727/
general view, rostock, mecklenburg-schwern, germany	1890	Germany	2002713944.jpg	http://www.loc.gov/item/2002713944/
petit trianon, versailles, france	1890	France	2001698735.jpg	http://www.loc.gov/item/2001698735/
rotorua. sanatorium grounds	1890	New Zealand	2017657823.jpg	http://www.loc.gov/item/2017657823/
chalet suisse, bernese oberland, switzerland	1890	Switzerland	2001702419.jpg	http://www.loc.gov/item/2001702419/
from the hobby drive, clovelly, england	1890	UK	2002696564.jpg	http://www.loc.gov/item/2002696564/
place of the baptism, river jordan, holy land	1890	Holy Land	2002725030.jpg	http://www.loc.gov/item/2002725030/
from the bastile, bordeaux, france	1890	France	2001697585.jpg	http://www.loc.gov/item/2001697585/
hotel royal palm, miami, florida	1901	US	2008679529.jpg	http://www.loc.gov/item/2008679529/
bath grund (i.e., bad grund) with iberg, hartz, germany	1890	Germany	2002713801.jpg	http://www.loc.gov/item/2002713801/
the glypothek (art gallery), munich, bavaria, germany	1890	Germany	2002696134.jpg	http://www.loc.gov/item/2002696134/
view from the fort, st. servan, pyrenees, france	1890	France	2001698670.jpg	http://www.loc.gov/item/2001698670/
view of dicksee (i.e., dieksee) near gremsmuhlen, kiel, schleswig-holstein, germany	1890	Germany	2002720662.jpg	http://www.loc.gov/item/2002720662/
american fall from foot of incline	1898	US	2008676326.jpg	http://www.loc.gov/item/2008676326/
on the lake, titisee, black forest, baden, germany	1890	Germany	2002713552.jpg	http://www.loc.gov/item/2002713552/
celerina, old roman church of st. gian, aargau, switzerland	1890	Switzerland	2001701235.jpg	http://www.loc.gov/item/2001701235/
a part of the eyoub (i.e., uyüp) cemetery, ii, constantinople, turkey	1890	Turkey	2001699431.jpg	http://www.loc.gov/item/2001699431/
the falls of the rhine, with the laufen castle, schaffhausen, switzerland	1890	Switzerland	2001703208.jpg	http://www.loc.gov/item/2001703208/
presanella and madron hut, tyrol, austro-hungary	1890	Austro-Hungary	2002711095.jpg	http://www.loc.gov/item/2002711095/
brigham street, salt lake city	1900	US	2008678292.jpg	http://www.loc.gov/item/2008678292/
castle place with royal and madama palaces, turin, italy	1890	Italy	2001700977.jpg	http://www.loc.gov/item/2001700977/
ambleside, kirkstone pass, lake district, england	1890	UK	2002696837.jpg	http://www.loc.gov/item/2002696837/
the pavilions of the nations, ii, exposition universal, 1900, paris, france	1890	France	2001698559.jpg	http://www.loc.gov/item/2001698559/
moccasin bend from lookout mountain	1902	US	2008679600.jpg	http://www.loc.gov/item/2008679600/
the viaduct, dinan, france	1890	France	2001698109.jpg	http://www.loc.gov/item/2001698109/
the harbor, san remo, riviera	1890	France	2001699348.jpg	http://www.loc.gov/item/2001699348/
marischal college, aberdeen, scotland	1890	Scotland	2001703571.jpg	http://www.loc.gov/item/2001703571/
native medicine man, south africa	1890	South Africa	2017657659.jpg	http://www.loc.gov/item/2017657659/
university and royal garden, konigsberg, east prussia, germany (i.e., kaliningrad, kaliningradskai︠a︡ oblastʹ, russia)	1890	Germany	2002714014.jpg	http://www.loc.gov/item/2002714014/
